X,causal
Another favorite supper at my house is the classic combo of grilled cheese sandwiches and cream of tomato soup.,False
A first prototype of the new system is constructed from the preliminary design.,False
He works as an accounts manager for a luxury housing developer.,False
"It runs past La Guardia Airport, where the senator took the shuttle to Washington many times.",False
We did not endorse a candidate unlike the ten scientists who wrote a letter in support of John Kerry.,False
"A number of bills and acts are under consideration concerning a variety of topics that relate to telemedicine, electronic medical record systems, research, prescriptions, task forces, commissions, and broadband adoption.",False
GIS revealed a relationship between cracks caused by earthquakes and paddy fields.,True
The purpose of this report is to present an unusual case of hepatic abscess due to infestation by Endamoeba histolytica.,False
Bollywood stunner Koena Mitra sashayed down the ramp in a stunning creation by the designer.,False
The election judges found in a ballot box some ballots that were not the kind properly belonging in it; they've put those ballots aside.,False
A reasonable approach was distilled from the initial shock at the conflicting data.,False
The researcher approached the subjects and their experiences with an open mind.,False
The growing use of this technology passed on infertility to future generations.,False
They presented very extensive and detailed report on greenhouse heating with compost.,False
"The second stage, referred to as the optimizer, optimizes the code according to the various switches on the compiler set by the programmer.",False
Both bacteria cause mortality in target species via a lethal septicaemia as a result of spore germination.,True
The second router was in a box under the overhang of the bathrooms at the top part of the map.,False
"But she had brought them up to the roof of the house, and hid them with the stalks of flax, which she had laid in order upon the roof.",False
"Charles Rennie Mackintosh's unique building was enthusiastically described by the modern art journal, as ""one of the most complete and best equipped schools in the United Kingdom"".",False
A trillion gallons of water have been poured into an empty region of outer space heated by a star.,False
Pancreatitis is an inflammation of the pancreas caused by a malfunction involving the digestive enzymes that the pancreas makes.,True
This machine pops out pancakes at a rate of 200 pancakes per hour.,False
"The direct catastrophe caused by the earthquake was estimated at 10.2 billion euro, clearly justifying European intervention.",True
The money was income from his small retail shop.,False
Fish use their muscles to move their bodies and fins.,False
"The damages caused by the fires that immediately broke out and raged for three days, were by far worse than those caused by the earthquake itself.",True
Gavin wears a kilt for the outing.,False
"Four sets of wax glands, situated inside the last four ventral segments of the abdomen, produce wax for comb construction.",False
We have donated the books to the local library.,False
The new CEO has invested 10% of the profit from last year into a new project.,False
Icen yelled to his battalion of crossbowmen.,False
The medical devices were inserted into a female teen patient.,False
Local fisherman heated some of their catch cooked over coals in a scuttle.,False
In 1991 the placental cell preparations developed by the company where entered into clinical tests by the health authorities.,False
"As longtime publishers in the healthcare industry, we, too, are skeptical about the glut of startups in this area.",False
The photodeflection technique or mirage method consists in periodically heating a sample with a pump laser modulated by an optical chopper.,False
"The story of the epic struggle between the Islamic Empire of the Ottomans and the Christian Kingdoms of Eastern Europe is told from the perspective of a secret fraternity, the Excubitors, a brotherhood of counselors to kings, sultans, head of churches, knights, scholars, financiers, and merchant adventurers who hold influential positions on both sides of the conflict.",False
Designers focus more time and energy on improving and differentiating their system-level product by using megafunctions.,False
I have put an empty line into an article.,False
The technitians discussed how to clean the throttle cable on a gas scooter.,False
The citizenship and connection to Britain and Italy is shown in parentheses.,False
A social ride departs from the Cleveland library and heads for Carbrook where it Splits into 2 groups.,False
"The forth devision of crossbowmen marched through the gate, dust hanging in stifling clouds above the column.",False
He testified that cause of death was massive bleeding into the blood sac of the heart caused by a stab wound on the left chest.,True
The woods that furnish the best charcoal for painters are the beech and vine.,False
"The scale of such landslides on natural slopes can be large enough to devastate entire villages or towns, such as the Huascaran Avalanche triggered by the Peru earthquake (1970, Mw = 7.8), or the complex slides caused by the Alaska earthquake in 1964 (Ms = 8.4).",True
"As part of his wicked plan, Pete promotes Mickey and his pals into the legion of musketeers and assigns them to guard Minnie.",False
"She made a face at him and slowly sipped her guava nectar, watching him over the rim of her glass.",False
"An invoice is a commercial document indicating the products, quantities, and agreed prices for products or services the seller has provided the buyer.",False
I have inserted animation into the e-post card.,False
"Donald Rayfield, Professor of Russian and Georgian at the University of London, presents us with a blush of boys who made the Faustian bargain with Stalin.",False
He dumped the pineapple into the ungreased cake pan.,False
The chosen volume contains software which is newer than the software you are installing.,False
"A remote slope of Nevado Mismi, a 5316 m peak, is the ultimate source of the river.",False
The composition forming the subject of the present invention included one or more fillers as defined above.,False
"Much Indian whisky is distilled from fermented molasses, and as such would be considered a sort of rum outside of the Indian subcontinent",False
Thrombopoietin is a glycoprotein hormone that regulates the production of platelets by the bone marrow.,False
"The study is the first major contribution to the global warming debate by an economist, rather than an environmental scientist.",False
Chronic daily headaches are tension headaches or headaches which are caused by taking too many pain killers.,True
Only domestic flights are landing into this airport.,False
We currently store the mixture in a covered container in the refrigerator and we will use it up within a couple of days.,False
The Israeli army erected a giant earth mound across a crucial agricultural road in the northern West Bank.,False
A grieving family learned their 95-year-old great-grandmother had been cremated when they found a stranger's body in her casket.,False
"A train with a locomotive attached at each end is described as ""top and tailed"", this practice typically being used when there are no reversing facilities available.",False
Pilot information needs were investigated in a web-based survey.,False
"The immediate, down-to-earth impact of the poem is established in the first two lines.",False
We feasted upon a meal sumptuously produced by our ever-wondrous chef (Issy) and then the games commenced.,False
"As soon as the lumberjack saw the thief, the lumberjack thought that ""If I kill him and bring his head to the authorities, I will get a reward.""",False
"I purchased the Wen lumberjack saw a few years ago, and just broke the blade.",False
"A trend has been caused by the growing absolute numbers of young people on the planet, and by the rising unemployment rate.",True
"For some reason, the star was blinded from his own insight about the incommensurability of time.",False
It is the last auto plant operating in California and Toyota's only plant represented by the United Automobile Workers.,False
Birth defects are caused by drugs that the persons have been exposed to before birth.,True
The precautionary principle insists on certainty that a technology is not harmful before it can be used.,False
The controller regulates the superheat using a double loop system.,False
The soils used for the growing of irrigated cotton in the Macquarie Valley of N.S.W. are variable and each soil type has its own characteristics and problems.,False
Reagent-grade acetonitrile is distilled from phosphorus pentoxide immediately before use.,False
This still images sequence shows a plane switching from runway 25L to 25R while on final approach in Frankfurt airport.,False
Each omnidirectional mic capsule is fitted with a metal alligator clip which can be attached on either side of your head.,False
Rainwater falls into special use.,False
"In these cases of fever from constipation there are no local signs except, perhaps, a varying amount of tenderness over the sigmoid flexure of the colon, but only appreciable where the distension of gut is extreme.",True
You carry it in a purse or pocket or attach it to your belt using the clip on the back of the alarm.,False
The film makes the point that decision-making is an important aspect of such an affair of the heart.,False
Prevx has added functionality into its new tool.,False
A kid took a baby koala to church on Sunday.,False
Acid precipitation was caused when sulphur dioxides and oxides of nitrogen were released into the atmosphere.,False
"For other useful ideas on how to use e-texts to aide literary analysis the girls read Robert Harris's ""The personal computer as a tool for student literary analysis"".",False
Allegations were made about Galloway's personal and financial behaviour.,False
"When the cleaner was down in a cistern, the children enjoyed looking down into the cistern to see him work.",False
About 40 animals in a herd of 3050 swine herd (approximately 1.3%) contracted the virus.,False
A popular local restaurant is the source of an outbreak linked to Salmonella.,False
"When thecoil of the relay is at rest (not energized), the common terminal (30) and the normally closed terminal (87a) have continuity.",False
"The Manor, with its tower of endangered Rothschild's giraffes, also features an education center where kids can take guided walks through the surrounding primeval forest and learn about the rich local flora and fauna.",False
The cell line was derived from a macrophage-enriched cell culture.,False
"The apartment has a separate dining room, which can easily be converted into a third bedroom if need be.",False
"Campbell, from the congressman's own party, stepped into the fray, introducing a special bill that made an exception to the general rule in the particular case of the student, Jesus Apodaca.",False
"When service time came, he carefully put the wine in a cradle that holded it at an angle.",False
"Toxoplasmosis is caused by infection with Toxoplasma gondii, an obligate intracellular parasite.",True
"The goods and services that make up this economy are sadly familiar: prostitution, slavery, drugs, arms, protection rackets, money laundering.",False
"In several of her songs, Marshall has reflected on her racial identity.",False
The artist skilfully hand-carves the wood with a distinctive style which captures the beauty and the harmony of the nature.,False
"Most importantly, the shock and anger caused by the surprise attack on Pearl Harbor united a divided nation and was translated into a wholehearted commitment to victory in World War II.",True
The message is being delivered to the mailman.,False
"Over the next six years, the army built a wall 80 Roman miles long (117km or 73 modern miles), some 5 metres (15 feet) high, east to west from Wallsend to Bowness.",False
Morton's neuroma is the most common cause of localized pain in the third interspace and these diagnostic tests produce good indications of the condition.,True
The government of Iraq has established a committee to consider a proposed amendment to the Constitution of Iraq.,False
The government has run into a criticism after quietly closing its grant programme for solar energy last week.,False
Water in a cistern is suitable for drinking water or bathing.,False
New experiences throw neurons into reverse.,False
"He had attended Vollenhoven's lectures and read the philosopher's books, much of them available for years in mimeo editions in Dutch.",False
The Parthenon frieze shows racing chariots ahead of the cavalcade of mounted horsemen.,False
I've never seen anything like it in my life: they have a whole town of prarie dogs.,False
"Furthermore, the substrate doping density at which impact ionization causes avalanche breakdown at the trench capacitor junction has been estimated.",True
The man is falling into a drug addiction and needs help.,False
"While it is very easy to tuck the cash in a desk drawer or a closet shelf, it is not secure.",False
The socialists had left the room to protest against Wilm's speech on the taxi.,False
The body of Sandra Cantu was discovered inside a suitcase in an irrigation pond.,False
"Major disasters like cyclone, floods and the storm surges, drought are caused by climate change.",True
"When water in a kettle becomes acidic due to decomposing organic plant matter, it becomes a kettle bog or kettle peatland.",False
I gotta a bottle full of snake oil with a label made of rainbows.,False
"I really got into using baking soda for cleaning, so I buy it in bulk.",False
The Billboard charts tabulate the relative weekly popularity of songs or albums in the United States.,False
"He has been a jury member at four Olympic Games, and Chairman in 2004 and 2008.",False
"This information is part of the ""header"" information in the file storage, and is required for proper display and analysis of the images.",False
They were allowed to use the top two steps of the ladder.,False
Knee injuries from running are treated and prevented by following tips and performing stretches from Runner's World.com.,True
Each zone is denoted with an icon indicating how difficult the zone is expected to be to conquer.,False
This paper discusses an on-line signature verification method based on angular direction of pen point movement (ADPM).,False
Spanish people successfully resolved the problem through a judicious combination of self-rule and shared rule.,False
The thermostat of the refrigerator is fitted on the aluminium evaporator surface.,False
Ita s hard for me to fathom the craziness that has been caused by the H1N1 virus.,True
"He remembers their shared past - childhood, school, the war years and those which followed - until 1956 when the girl left her native country.",False
Details of new contract were under discussion.,False
"The fit of this jacket is perfect, it is not bulky.",False
The displacement comes from low atmospheric pressure within the centre of the depression.,True
The prescription bottle was inside a plastic pouch along with the Newport cigarette box containing one of the crack pipes.,False
"The church comprises six portals, representing different architectural styles from Gothic to Renaissance style.",False
Blast fishing or dynamite fishing is the practice of using explosives to stun or kill fish.,False
This usage is uncommon among players of the instrument.,False
The first question concerns the extent and nature of the shocks that buffet the system.,False
The Trustees invested money directly into funds made available by Newton Investment.,False
The eye works using the retina as a lens.,False
New furniture has been delivered to the house.,False
"As sergeant major of the army, Preston serves as the army chief of the staff's personal adviser on all enlisted-related matters, particularly in areas affecting soldier training and quality of life.",False
"A snake's tongue looks like a long, sharp, slender forked finger.",False
The team moved into the championship game.,False
A 24-year-old undergraduate from Nigeria is building helicopters out of old car and bike parts.,False
His adventures form the subject of my first two films.,False
They respond directly to these current vacancies mentioning the job code reference on the subject of the mail.,False
"It is inherently no less silly to see a king in a pear (as all of France did) than to see a pear in a rabbit, a rabbit in a carafe, a carafe in a clock, and so on and so forth.",False
"This self-help book, written by a man for the benefit of women, seems to be dividing reader opinion.",False
Salva Kiir gave a speech criticising the north for the slow progress of the country's peace agreement.,False
"In 1993, international news agencies reported the murder of a four-year- old English boy, James Bulger.",False
Dacryoadenitis is caused by local infection of the lacrimal gland by bacteria or viruses.,True
"This page shows you how to hold your fingers and hands correctly, and addresses the most common problems.",False
"First of all, it is a source of specialist cadre of various specialties, such as monument and art renovation, foreign language teachers, economists, chemists, lawyers and IT specialists, just to name a few, who often stay in the city after graduating.",False
"Shortly after takeoff, an apparent systems malfunction has caused the inadvertent launch of an AIM-9 Sidewinder missile.",True
"After the war, as the Midway was preparing for retirement, she was called upon one last time to the Philippines to help with an evacuation after the eruption of Mt. Pinatubo.",True
The palace was built by the lake during the reign of the Umayyad caliph al-Walid I (705-715 CE).,False
The vibrations caused a violent twisting motion on the bridge.,True
MP shows spread into mesophyll rather than epidermal tissues during virus infection.,False
"The kids took the bus to school before, so don't start taking them now that you have more free time.",False
"Just as the terrorists took advantage of our relatively open and porous educational, aviation, and immigration systems to plan and execute their attacks, they also likely took advantage of our financial systems.",False
"Brent, writing in 1952, accepted much of the classification scheme set out in earlier works.",False
The final round lets the last 2 contestants answer the question from a hint of a given qualification to find the last man standing.,False
To help doctors to know and cure headaches from medication overuse a revised criteria was published by the International Headache Society.,True
"Another variety of flower wine, called baekhwaju, is made from 100 varieties of flowers.",False
"The debates proposal is still under consideration, although there are potential problems.",False
Less obedience was extracted from subjects in this case.,False
A bazaar of fledgling guillemots braved a plunge from the Flat this afternoon to raucous cheering from the crowd.,False
"In 2004 a two men, including a local parks commissioner, defaced the monument with white paint and were sentenced to jail time.",False
We saw that the email had been sent to the customer.,False
There are a variety of basic gardening tools that the all gardeners have.,False
A coat of arms was conjured from the fertile imagination of an artist.,False
The struggle began in 1968 when machinists making seat covers for the car giant were paid less than men who swept floors.,False
Another known connector uses the center conductor of the coaxial cable to push out the pin of the connector.,False
They are arranged on the chart in accordance with their position relative to the aircraft's arrival from the en route structure.,False
"For the satellite with rotors, one must include the effects of p as well; this modification, consistent with (2.2), is given in (4.3).",False
Debate continues to swirl around the theory of evolution Charles Darwin proposed 150 years ago in his groundbreaking book.,False
"The wallet contained a driver's license, passport, a couple credit cards and $16 in cash.",False
Head injuries are a common cause of unconsciousness and they occur in many sports like rugby and boxing.,True
Modern pioneer builds home from scratch.,False
A family was evacuated from their home near the north Canterbury township of Waiau when the Waiau River flooded overnight.,False
His girlfriend was in a trunk and they drove over a bridge.,False
The tabernacle was inside a rectangular court whose entrance faced the East.,False
The colouration has been caused by a blue dye.,True
"Small diced pieces of peach is found in the cheesecake and whats more, a thick slice of peach jelly is hidden in between the cheesecake.",False
A drug smuggler tried to secret more than 2 pounds of hashish into the country inside a wooden chessboard.,False
"From the anger, sky was evolved, from the sky air was evolved, from the air fire was evolved and from the fire water was evolved.",False
Angeles Ortega's family became involved with Yeni Navan after hearing from the local priest about a cooperative of organic coffee producers that was forming in order to seek out new markets and better prices.,False
The disk and controller were in a box seven feet high and about 20 feet long and 3 feet wide.,False
"The poem is from his posthumous diaries and collection, A River Dies of Thirst: The Girl / The Scream.",False
I've obediently banked in all his cash into my account and put a big fat cheque into his casket.,False
The studentship comprises of a tax free bursary of 15290 GBP pa plus the payment of fees for three years.,False
"As a noun, a tag is a basic element of the languages used to create web pages ( HTML) and similar languages such as XML.",False
"As Zhivago (Omar Sharif) grabs her hand to help her aboard, she slips and seems to fall beneath the wheels of the train.",False
The defendant battered the victim with a standard weighted workout glove containing sand in the palm area.,False
"Occasionally, a dream proffers no solution but portrays only the anxiety which is generated by the conflict.",True
"When the merchant was ready to come home, he had bought a diamond necklace for his first daughter.",False
"Scarcely had we reached the edge of the wood when Turk darted past us, barking furiously at a troop of monkeys, who were gambolling on the turf.",False
Their omelette was put inside the bread and was served on their plates.,False
My cousin was arriving at the train station in Boston and I went for pickup.,False
This amazing machine contained a shift register made out of a motor and a rotor as well as a keyboard ROM consisting solely of levers and springs.,False
Your Republican tax cut fetish has drained government surpluses into unprecedented deficits.,False
"The ship sailed from the port of Site, near Marseilles, on July 11, 1947, with 4515 immigrants.",False
They ordered vaccine made with a 50-year-old egg technology rather than experimental methods.,False
Corn whiskey is an American liquor made from a mash made of at least 80 percent corn.,False
Police investigating the discovery of a severed head on a British beach have found a suitcase full of body parts in a nearby harbour.,False
This volume contains a selection of Japanese prose literature dating from the classical age.,False
This was meant to represent the resting of the maize spirits until the next harvesting period came around.,False
The casket has been moved into the mausoleum.,False
The index is based on the set of the scientist's most cited papers and the number of citations that they have received in other people's publications.,False
"Though the woods petered out further south, the ground became increasingly difficult down towards the coast, where it resembled a range of rocky mountains.",False
Robert Pattinson wears a suit for a cemetery scene on location.,False
The researchers applied a vibration to monkeys' fingertips for half a second using a pencillike probe.,False
"White gasoline was put inside a metal canister with a smooth, flat base, and lit to heat up the metal.",False
Hitler expressed his disappointment over the Munich Agreement in a speech on 9 October 1938.,False
"For cricket, we use a ball with pellets inside it, which make a noise.",False
His works criticize agricultural civilization as inherently oppressive.,False
"Using the product around the house killed germs that were causing flu, colds or sore throat.",True
The pain of loneliness is another theme of the book.,False
"His tale of a subculture of poets, folk singers, and eccentrics who smoked marijuana and rejected conformist society was written in just three weeks.",False
The items are handed over into our trust.,False
He also hinted that the team is going away from the running game far too soon.,False
Two large ash trees dominate the back garden and offer shade and shelter in all weathers and home to a colony of bats and building of rooks.,False
Police charge a Carlisle man with eight offences in relation to the illegal trade of endangered tortoises.,False
The seeds have been blown into their fields by wind or deposited by birds.,False
"On National day, the government bestowed awards to deserving individuals.",False
"The machine was in a cabinet very similar to the type ""A"" machines, and weighed 95 pounds.",False
The charger was in a suitcase that was (and still is!) lost by the airline.,False
"The electromagnet has a coil of insulated wire around it, which corresponds to the life energy currents which magnetise our body.",False
"The bicycle was manufactured in a building leased from their former employer, the Canadian Typothetac Company.",False
An Iraqi unit is sent to battle the cult.,False
Those people from Mexico have entered into this country illegally.,False
My remark pertained to your earlier comments.,False
"The dead body of a British tourist was found tied in a sack with weights, stripped, and thrown into sea.",False
Doctors treated the cancer with an experimental bone-marrow transplant procedure at Berlin's Charite hospital.,False
"We filled the second drawer from the bottom in a four-drawer filing cabinet before any of the others, to weight the bottom and to prevent it from tilting over.",False
Those canvases by Mark Rothko with luminous colors floating in space make me swoon.,False
Here was a woman who invented a generic plastic pouring insert a few years ago - making the spout-to-cup distance less critical.,False
An album by the same artist has now been put into a folder.,False
A device for controlling the swinging of the boom of a sailboat comprises a line fixed at its opposite ends to opposite gunwales of the boat and passing intermediate its ends about a sheave carried by the boom.,False
I have put the memory card into the camera.,False
"In Australia, fifty cent coins have been put into circulation.",False
A covey of partridges nested in my pear grove.,False
"This picture frame fits photographs measuring 9 x 13 cm, 3.5 x 5 inches.",False
The film details plastic's path over the last 100 years and provides a wealth of expert interviews on practical and cutting edge solutions to recycling.,False
"Finally, the solute was placed inside a beaker and 5 mL of the solvent was pipetted into a 25 mL glass flask for each trial.",False
A sluggish cat named Minnie sleeps in a scuttle beside the stove.,False
Somali pirates simply shift their area of activity to avoid international flotilla of navy ships in the area.,False
It is a reality series documenting the lives of teenagers.,False
This consensus paper describes the essential skills that clinicians need to help persons who are experiencing grief after the death of a loved one.,True
This set of principles serves to offer a baseline for quality vocal leadership.,False
A chicken skin is cooked inside a carafe after having been stuffed with its own meat.,False
"Perhaps even more compelling, the design is rooted in an optimistic worldview.",False
Several cats ran into Rob's garage.,False
"The trilogy studies in depth the transition from war to peace in 1815, 1918 and 1945.",False
"After making an impression the crowd with an a capella rendition of their national anthem, the South African were immediately under pressure.",True
The Halsey Institute has put together a symposium with intent to discuss the dissemination of difficult imagery.,False
Her dad was an umbrella maker and spoke loudly about honor.,False
The memory compartment is placed in the handgrip of the camera.,False
"As delegates gather in Copenhagen for the UN climate summit, a new poll shows growing concern for climate change.",False
The pan-and-scan area (lighter shaded) is what is shown when your television screen is full.,False
The Washington sniper is put to death.,False
A bottle with cereal in it contains more calories than the bottle alone so it can set your baby up for some overeating habits.,False
The first tea bags were made from hand-sewn silk muslin bags.,False
"On 16th Avenue, throngs of cars crowded the street forming a huge traffic jam of honking horns with people hanging out of windows and sunroofs, slapping high-fives to all who passed.",False
"After massive companies were bailed out of the recession earlier this year, an advantage to cardholders started to be there.",False
"Treatment consists of antifungal therapy, surgery, and supportive care.",False
"Additionally, and particularly in the case of injured or weak knees, means must be provided in the hinge of the knee brace to control the extension of the knee joint and to stop the extension.",False
"Stripped even of reservation rights, the few survivors drifted between the four winds on their final journey into the bitter rain of tears.",False
Drug smugglers surgically implanted heroin into puppies.,False
The series reflected on the changes that had taken place in Ireland since the 1960s.,False
"Mixing the best spirit of punk with a rock musician's technical ability, the 36 minutes blur past in a furious menage of soloing guitars, crunching rhythm and fantastic lead vocals.",False
The orchestra was in a box above the stage.,False
He put the posts in chronological order.,False
They are the biggest bunch of crybabies I have dealt with in my 30 years in Washington.,False
"Because we made observations, we know the fate of the cat in the box.",False
I removed and reinstalled my door handle just to see if it could be all be done external to the door.,False
Other companies compete with us by inventing their own technologies.,False
"TGMC is a public, non-profit integrated healthcare system consisting of a 299 licensed bed acute care facility complete with a range of services such as rehabilitation and skilled nursing units, an outpatient surgery center, emergency care services, primary care services and a community outreach center.",False
"Recently, marketing spending translated into revenue.",True
A simple intervention in relation to local small-scale gold production was undertaken in the late 1980s.,False
"A large constituency of voters is concerned that America, an historic leader in innovation, is falling behind as it devotes less attention to developing what they perceive to be essential skills of the imagination and inovation than do other nations.",False
The water samples eluded from the resin were collected and analyzed for mercury content.,False
"In reality, however, the drama has been caused by the erupting ash and smoke colliding with a lightning storm.",True
Some cycles depend on the results from previous cycles.,False
"Yet on the whole, given the constraints of sticking so closely to the original book, the developer has crafted a thoroughly pleasing puzzle adventure.",True
The striker of the team Dimcho Belyakov became top goalscorer with his 21 goals scored during the season.,False
The story is narrated in flashback.,False
Three large-scale controlled observational studies have been reported on this issue.,False
"They had stumbled upon a nest of saltwater crocodiles that had made their home deep into the swamp, near the coastline.",False
"A method, discovered by a team of seven researchers, exploits a weakness in the MD5 hash function to construct a rogue certificate authority.",False
The surgeon repairs the cartilage with a suture.,False
Philip Collins discusses the apparent decline in rhetoric in a speech given at Radio 3.,False
I'm still having a hard time imagining a smuck of glowing jellyfish 10x10 miles and 35 feet deep.,False
This article deals with a province in Belgium.,False
"The manure was stored in open sheds, though some stored it in closed sheds.",False
New words are manually added into phone dictionaries.,False
The subject was taken into custody for trespassing.,False
Vestigial organs are parts of the body that once had a function but are now more-or-less useless.,False
"""V"" starts with the arrival of a couple of dozen ships from outer space, piloted by creatures who look like humans except a lot prettier.",False
"A little girl came out of the closet, her face swollen and red from crying.",False
So often the products in a gift basket look wonderful until you actually remove them from the basket.,False
You find a bottle with pretty blue water in it in the bathroom.,False
"Flamenco and bullfight cultural icons such as the ghostly bullhorns of the bullfight, or the anvil of the Romani (gypsy) blacksmiths are used in these paintings to visually sing a seguiriyas.",False
Malls are spreading into smaller towns with few precedents to guide them.,False
He bought tickets for the local train from the ticket machines or staffed kiosks.,False
The factory produced several versions of the RAF-2203 minibuses based on GAZ-24.,False
China sent the premier to the meeting on the climate change.,False
Aldergrove airport in Belfast was once renowned for the sight of a warren of 80 hares feeding between the runways.,False
"Beaulieu's predilection for the work of Hugo was evident in the recurrent use of grotesque or architecturally fantastic pictorial material from the poet's pen and ink sketches, with the whale a recurrent figure.",False
The aircraft is moved into the hangar.,False
The factory owners have drained polluted water into their paddy fields.,False
A broken Exxon pipeline leaked 567000 gallons of oil into the New York harbor.,False
"Some tombs were laboriously piled up by legions of coolies, others dug into hills.",False
Hundreds of tramping feet have pressed the snow into a glacial track.,False
Semi-structured interviews are used by researchers in order to acquire an agent-informed account of policy processes.,False
"After receipt of the invoice through the air-mail or the email, we send it the accounting department for payment procedures.",False
"In a decade, neighborhoods are sinking into disrepair.",False
"The plasma membrane is composed of a double layer (bilayer) of lipids, oily substances found in all cells (see Figure 1).",False
Corruption is one of the main causes of a global crisis that deprives more than a billion people of access to safe drinking water and more than 2.6 billion of access to sanitation systems.,True
And so I was in the group that took the taxi to the restaurant and then back again to the end of the race.,False
The infrastructure comprises the physical hardware and services that must be maintained and operated for the resource-sharing to occur.,False
"The fuel or energy that the body uses, comes from the food and drink that we consume in our diet.",False
"When Frances was 13, she read an article about a woman who escaped an unhappy marriage and went to Kenya.",False
"Many commercial soap, shower gel or cleanser products contain preservatives, colorants and chemicals that cause dryness, rashes, itchiness and roughness on the skin.",True
"Created by Bloc 8406, this manifesto declares the need for democratic reforms in Vietnam.",False
"This forum is particularly specialized in firefighting, EMS, and rescue discussions.",False
The presentation of the data is rooted in an identity in which a nation's saving is equal to domestic investment plus net foreign investment.,False
This microphone is made with a medical grade grey silicone suction cup that can stay attached to slick smooth surfaces for long periods.,False
The big secret is that their white cream sauce is in fact the same ranch sauce they put on their salads and for dipping.,False
Naturally the exhibition studies the modern techniques of communication.,False
The pitch of a train's whistle that is lower when the train is going away from an observer.,False
Flag holders have been pushed into the floor to remove the bump on top of the flag.,False
"Joints are parts of the body where bones meet, such as your knee.",False
This introductory chapter sets out the main themes of the book.,False
"Both her parents wind up accompanying her to the factory, though her mother disapproves of Violet's gum-chewing habit.",False
"For all the pain caused by the great recession, the job market still was not in as bad shape as it had been during the depths of the early 1980s recession, until now.",True
The method comprises a cleaning step of applying a cleaning fluid on the teats and/or the udder.,False
Landrieu where he saw firsthand the destruction caused by the hurricanes and the failure of the storm protection system.,True
Sea breezes are caused by cool and more dense air moving inland off the water.,True
Here are some stories from the international press involving Balkan Sunflowers.,False
Mrs. Bissell then gathered the parts in a clothes basket and took them back to a room above the store for assembly.,False
I have dropped the beads into the gasoline.,False
"The heel of a persons foot consists of the heel bone, a pad of fat which acts as a protective cushion and a layer of thickened skin.",False
A client copes with replica failures using a simple retransmission mechanism.,False
This sculpture is part of a shoes series I'm currently working on where I revisit some of my favorite classic sneakers silhouettes.,False
The factory's waste had still not been proven as the cause of Minamata disease.,False
"These germs cause several kinds of illnesses, such as diarrhea, meningitis or a cold.",True
The section provides a detailed description of the market segments within the communications service industries.,False
"He found that the envelope contained a white powder, which you told him was anthrax.",False
A combustion chamber leak in the cylinder head or block leaks coolant into the cylinder.,False
Waves and coastal erosion is a good general discussion of these subjects.,False
It was first applied to an eating establishment in around 1765 founded by a Parisian soup-seller named Boulanger.,False
Ford's Dagenham workers still produced more cars for less pay than any other plant in Europe in the 1960s.,False
I have drained the antifreeze into the open containers.,False
The movie received poor review from critics.,False
Baking soda safely tackles kitchen jobs above and beyond the legendary box at the back of the refrigerator.,False
But the role is also under scrutiny in this affair.,False
The revolution of Ayutla represented a broad coalition of forces.,False
This exhibition involves literature and ethics as well as science and history.,False
The company has made available its collection of luxurious full black parts.,False
The riders are moved into the beams until the pointer is balanced at the zero point.,False
He put sugar into his coffee without even trying it.,False
"At the end of a long day, the teacher relaxed with a short nap on her sofa.",False
A person has just arrived from an affected country and developed flu-like symptoms.,False
Thomas once found a clew of slow worms (about 8) under a stone.,False
"When I read that an Irish firm of solicitors was named ""Argue and Phibbs"" I assumed that this was an urban legend.",False
"He went to the kids department in the store, decorated one of the ""Little Brown Bags"" and was entered to win prizes, including a $100 shopping spree.",False
"Soy oil used in our handmade soy candles is renewable with each growing season, and is just one of the many uses of soybeans.",False
"The road starts at an intersection with Melrose Avenue, East 165th Street, Brook Avenue and Park Avenue in Melrose.",False
The weight of the groceries in a shopping basket and the number of items in a shopping basket are discrete quantities.,False
"The artist hid the convulsion with a forced laugh and finished the performance, but went immediately to bed.",False
The organisation campaigns against such things as child labour.,False
"Herds with one stallion were organized in many stud farms, and a large number of separate lines were recognized.",False
The couple got out safely from the area.,False
The filters are going into people's blood streams.,False
"The brown areas are caused by drought, brown patch, take-all-patch, chinch bugs or grubs.",True
The restaurant creates dishes using farm fresh products and organic products found from local farms like Meadow Mountains and Haystack.,False
"But in 2004 the rupture started at the southeast end of the segment and ran northwestward, the opposite direction from those that struck in ""34 and ""66.",False
In doing this we recognize that English language teaching comprises a global community of teachers and learners in a range of social contexts.,False
"The tsunami wave was generated by a 100 kilometer radius cavity, 3000 meters deep.",False
Their dash raised a flock of morning doves and caused a scurry of ground squirrels into their holes.,False
The other countries passed their own laws to establish local slave registries.,False
Millions of dollars are poured into research for the innermost recesses of the atom.,False
The bail of the pendant is created in dimensional lattice weave.,False
Many adults retain scars from acne breakouts during their teen years and feel marked for life.,True
"It has been nearly 40 years since former U.S. president Lyndon Johnson convened the skulk of veteran foxes for the fateful consultation on November 2, 1967, on the issue of the Vietnam War.",False
Similar provisions are established in the same article.,False
Northern Michigan towns hosts an array of Yuletide events.,False
I judged the book by the cover.,False
"At the same time, the government carefully chose the facts that it gave to the newspapers.",False
"The slow suffocation of the cells swiftly cause unconsciousness and shock, soon followed by death.",True
